nom_standard,nom_sans_pronom,nom_sans_accent,nom_standard_majuscule,reg_nom
Saint-Didier-sur-Chalaronne,Saint-Didier-sur-Chalaronne,saint-didier-sur-chalaronne,SAINT-DIDIER-SUR-CHALARONNE,Auvergne-Rhône-Alpes
Saint-Éloi,Saint-Éloi,saint-eloi,SAINT-ÉLOI,Auvergne-Rhône-Alpes
Saint-Étienne-du-Bois,Saint-Étienne-du-Bois,saint-etienne-du-bois,SAINT-ÉTIENNE-DU-BOIS,Auvergne-Rhône-Alpes
Saint-Étienne-sur-Chalaronne,Saint-Étienne-sur-Chalaronne,saint-etienne-sur-chalaronne,SAINT-ÉTIENNE-SUR-CHALARONNE,Auvergne-Rhône-Alpes
Saint-Étienne-sur-Reyssouze,Saint-Étienne-sur-Reyssouze,saint-etienne-sur-reyssouze,SAINT-ÉTIENNE-SUR-REYSSOUZE,Auvergne-Rhône-Alpes
Sainte-Euphémie,Sainte-Euphémie,sainte-euphemie,SAINTE-EUPHÉMIE,Auvergne-Rhône-Alpes
Saint-Genis-Pouilly,Saint-Genis-Pouilly,saint-genis-pouilly,SAINT-GENIS-POUILLY,Auvergne-Rhône-Alpes
Saint-Genis-sur-Menthon,Saint-Genis-sur-Menthon,saint-genis-sur-menthon,SAINT-GENIS-SUR-MENTHON,Auvergne-Rhône-Alpes
Saint-Georges-sur-Renon,Saint-Georges-sur-Renon,saint-georges-sur-renon,SAINT-GEORGES-SUR-RENON,Auvergne-Rhône-Alpes
Saint-Germain-de-Joux,Saint-Germain-de-Joux,saint-germain-de-joux,SAINT-GERMAIN-DE-JOUX,Auvergne-Rhône-Alpes
Saint-Germain-les-Paroisses,Saint-Germain-les-Paroisses,saint-germain-les-paroisses,SAINT-GERMAIN-LES-PAROISSES,Auvergne-Rhône-Alpes
Saint-Germain-sur-Renon,Saint-Germain-sur-Renon,saint-germain-sur-renon,SAINT-GERMAIN-SUR-RENON,Auvergne-Rhône-Alpes
Saint-Jean-de-Gonville,Saint-Jean-de-Gonville,saint-jean-de-gonville,SAINT-JEAN-DE-GONVILLE,Auvergne-Rhône-Alpes
Saint-Jean-de-Niost,Saint-Jean-de-Niost,saint-jean-de-niost,SAINT-JEAN-DE-NIOST,Auvergne-Rhône-Alpes
Saint-Jean-de-Thurigneux,Saint-Jean-de-Thurigneux,saint-jean-de-thurigneux,SAINT-JEAN-DE-THURIGNEUX,Auvergne-Rhône-Alpes
Saint-Jean-le-Vieux,Saint-Jean-le-Vieux,saint-jean-le-vieux,SAINT-JEAN-LE-VIEUX,Auvergne-Rhône-Alpes
Saint-Jean-sur-Reyssouze,Saint-Jean-sur-Reyssouze,saint-jean-sur-reyssouze,SAINT-JEAN-SUR-REYSSOUZE,Auvergne-Rhône-Alpes
Saint-Jean-sur-Veyle,Saint-Jean-sur-Veyle,saint-jean-sur-veyle,SAINT-JEAN-SUR-VEYLE,Auvergne-Rhône-Alpes
Sainte-Julie,Sainte-Julie,sainte-julie,SAINTE-JULIE,Auvergne-Rhône-Alpes
Saint-Julien-sur-Reyssouze,Saint-Julien-sur-Reyssouze,saint-julien-sur-reyssouze,SAINT-JULIEN-SUR-REYSSOUZE,Auvergne-Rhône-Alpes
Saint-Julien-sur-Veyle,Saint-Julien-sur-Veyle,saint-julien-sur-veyle,SAINT-JULIEN-SUR-VEYLE,Auvergne-Rhône-Alpes
Saint-Just,Saint-Just,saint-just,SAINT-JUST,Auvergne-Rhône-Alpes
Saint-Laurent-sur-Saône,Saint-Laurent-sur-Saône,saint-laurent-sur-saone,SAINT-LAURENT-SUR-SAÔNE,Auvergne-Rhône-Alpes
Saint-Marcel,Saint-Marcel,saint-marcel,SAINT-MARCEL,Auvergne-Rhône-Alpes
Saint-Martin-de-Bavel,Saint-Martin-de-Bavel,saint-martin-de-bavel,SAINT-MARTIN-DE-BAVEL,Auvergne-Rhône-Alpes
Saint-Martin-du-Frêne,Saint-Martin-du-Frêne,saint-martin-du-frene,SAINT-MARTIN-DU-FRÊNE,Auvergne-Rhône-Alpes
Saint-Martin-du-Mont,Saint-Martin-du-Mont,saint-martin-du-mont,SAINT-MARTIN-DU-MONT,Auvergne-Rhône-Alpes
Saint-Martin-le-Châtel,Saint-Martin-le-Châtel,saint-martin-le-chatel,SAINT-MARTIN-LE-CHÂTEL,Auvergne-Rhône-Alpes
Saint-Maurice-de-Beynost,Saint-Maurice-de-Beynost,saint-maurice-de-beynost,SAINT-MAURICE-DE-BEYNOST,Auvergne-Rhône-Alpes
Saint-Maurice-de-Gourdans,Saint-Maurice-de-Gourdans,saint-maurice-de-gourdans,SAINT-MAURICE-DE-GOURDANS,Auvergne-Rhône-Alpes
Saint-Maurice-de-Rémens,Saint-Maurice-de-Rémens,saint-maurice-de-remens,SAINT-MAURICE-DE-RÉMENS,Auvergne-Rhône-Alpes
Saint-Nizier-le-Bouchoux,Saint-Nizier-le-Bouchoux,saint-nizier-le-bouchoux,SAINT-NIZIER-LE-BOUCHOUX,Auvergne-Rhône-Alpes
Saint-Nizier-le-Désert,Saint-Nizier-le-Désert,saint-nizier-le-desert,SAINT-NIZIER-LE-DÉSERT,Auvergne-Rhône-Alpes
Sainte-Olive,Sainte-Olive,sainte-olive,SAINTE-OLIVE,Auvergne-Rhône-Alpes
Saint-Paul-de-Varax,Saint-Paul-de-Varax,saint-paul-de-varax,SAINT-PAUL-DE-VARAX,Auvergne-Rhône-Alpes
Saint-Rambert-en-Bugey,Saint-Rambert-en-Bugey,saint-rambert-en-bugey,SAINT-RAMBERT-EN-BUGEY,Auvergne-Rhône-Alpes
Saint-Rémy,Saint-Rémy,saint-remy,SAINT-RÉMY,Auvergne-Rhône-Alpes
Saint-Sorlin-en-Bugey,Saint-Sorlin-en-Bugey,saint-sorlin-en-bugey,SAINT-SORLIN-EN-BUGEY,Auvergne-Rhône-Alpes
Saint-Sulpice,Saint-Sulpice,saint-sulpice,SAINT-SULPICE,Auvergne-Rhône-Alpes
Saint-Trivier-de-Courtes,Saint-Trivier-de-Courtes,saint-trivier-de-courtes,SAINT-TRIVIER-DE-COURTES,Auvergne-Rhône-Alpes
Saint-Trivier-sur-Moignans,Saint-Trivier-sur-Moignans,saint-trivier-sur-moignans,SAINT-TRIVIER-SUR-MOIGNANS,Auvergne-Rhône-Alpes
Saint-Vulbas,Saint-Vulbas,saint-vulbas,SAINT-VULBAS,Auvergne-Rhône-Alpes
Salavre,Salavre,salavre,SALAVRE,Auvergne-Rhône-Alpes
Samognat,Samognat,samognat,SAMOGNAT,Auvergne-Rhône-Alpes
Sandrans,Sandrans,sandrans,SANDRANS,Auvergne-Rhône-Alpes
Sault-Brénaz,Sault-Brénaz,sault-brenaz,SAULT-BRÉNAZ,Auvergne-Rhône-Alpes
Sauverny,Sauverny,sauverny,SAUVERNY,Auvergne-Rhône-Alpes
Savigneux,Savigneux,savigneux,SAVIGNEUX,Auvergne-Rhône-Alpes
Ségny,Ségny,segny,SÉGNY,Auvergne-Rhône-Alpes
Seillonnaz,Seillonnaz,seillonnaz,SEILLONNAZ,Auvergne-Rhône-Alpes
Sergy,Sergy,sergy,SERGY,Auvergne-Rhône-Alpes
Sermoyer,Sermoyer,sermoyer,SERMOYER,Auvergne-Rhône-Alpes
Serrières-de-Briord,Serrières-de-Briord,serrieres-de-briord,SERRIÈRES-DE-BRIORD,Auvergne-Rhône-Alpes
Serrières-sur-Ain,Serrières-sur-Ain,serrieres-sur-ain,SERRIÈRES-SUR-AIN,Auvergne-Rhône-Alpes
Servas,Servas,servas,SERVAS,Auvergne-Rhône-Alpes
Servignat,Servignat,servignat,SERVIGNAT,Auvergne-Rhône-Alpes
Seyssel,Seyssel,seyssel,SEYSSEL,Auvergne-Rhône-Alpes
Simandre-sur-Suran,Simandre-sur-Suran,simandre-sur-suran,SIMANDRE-SUR-SURAN,Auvergne-Rhône-Alpes
Sonthonnax-la-Montagne,Sonthonnax-la-Montagne,sonthonnax-la-montagne,SONTHONNAX-LA-MONTAGNE,Auvergne-Rhône-Alpes
Souclin,Souclin,souclin,SOUCLIN,Auvergne-Rhône-Alpes
Sulignat,Sulignat,sulignat,SULIGNAT,Auvergne-Rhône-Alpes
Talissieu,Talissieu,talissieu,TALISSIEU,Auvergne-Rhône-Alpes
Tenay,Tenay,tenay,TENAY,Auvergne-Rhône-Alpes
Thil,Thil,thil,THIL,Auvergne-Rhône-Alpes
Thoiry,Thoiry,thoiry,THOIRY,Auvergne-Rhône-Alpes
Thoissey,Thoissey,thoissey,THOISSEY,Auvergne-Rhône-Alpes
Torcieu,Torcieu,torcieu,TORCIEU,Auvergne-Rhône-Alpes
Tossiat,Tossiat,tossiat,TOSSIAT,Auvergne-Rhône-Alpes
Toussieux,Toussieux,toussieux,TOUSSIEUX,Auvergne-Rhône-Alpes
Tramoyes,Tramoyes,tramoyes,TRAMOYES,Auvergne-Rhône-Alpes
La Tranclière,Tranclière,la-trancliere,LA TRANCLIÈRE,Auvergne-Rhône-Alpes
Val-Revermont,Val-Revermont,val-revermont,VAL-REVERMONT,Auvergne-Rhône-Alpes
Trévoux,Trévoux,trevoux,TRÉVOUX,Auvergne-Rhône-Alpes
Valeins,Valeins,valeins,VALEINS,Auvergne-Rhône-Alpes
Vandeins,Vandeins,vandeins,VANDEINS,Auvergne-Rhône-Alpes
Varambon,Varambon,varambon,VARAMBON,Auvergne-Rhône-Alpes
Vaux-en-Bugey,Vaux-en-Bugey,vaux-en-bugey,VAUX-EN-BUGEY,Auvergne-Rhône-Alpes
Verjon,Verjon,verjon,VERJON,Auvergne-Rhône-Alpes
Vernoux,Vernoux,vernoux,VERNOUX,Auvergne-Rhône-Alpes
Versailleux,Versailleux,versailleux,VERSAILLEUX,Auvergne-Rhône-Alpes
Versonnex,Versonnex,versonnex,VERSONNEX,Auvergne-Rhône-Alpes
Vesancy,Vesancy,vesancy,VESANCY,Auvergne-Rhône-Alpes
Vescours,Vescours,vescours,VESCOURS,Auvergne-Rhône-Alpes
Vésines,Vésines,vesines,VÉSINES,Auvergne-Rhône-Alpes
Vieu-d'Izenave,Vieu-d'Izenave,vieu-d-izenave,VIEU-D'IZENAVE,Auvergne-Rhône-Alpes
Villars-les-Dombes,Villars-les-Dombes,villars-les-dombes,VILLARS-LES-DOMBES,Auvergne-Rhône-Alpes
Villebois,Villebois,villebois,VILLEBOIS,Auvergne-Rhône-Alpes
Villemotier,Villemotier,villemotier,VILLEMOTIER,Auvergne-Rhône-Alpes
Villeneuve,Villeneuve,villeneuve,VILLENEUVE,Auvergne-Rhône-Alpes
Villereversure,Villereversure,villereversure,VILLEREVERSURE,Auvergne-Rhône-Alpes
Villes,Villes,villes,VILLES,Auvergne-Rhône-Alpes
Villette-sur-Ain,Villette-sur-Ain,villette-sur-ain,VILLETTE-SUR-AIN,Auvergne-Rhône-Alpes
Villieu-Loyes-Mollon,Villieu-Loyes-Mollon,villieu-loyes-mollon,VILLIEU-LOYES-MOLLON,Auvergne-Rhône-Alpes
Viriat,Viriat,viriat,VIRIAT,Auvergne-Rhône-Alpes
Virieu-le-Grand,Virieu-le-Grand,virieu-le-grand,VIRIEU-LE-GRAND,Auvergne-Rhône-Alpes
Arvière-en-Valromey,Arvière-en-Valromey,arviere-en-valromey,ARVIÈRE-EN-VALROMEY,Auvergne-Rhône-Alpes
Virignin,Virignin,virignin,VIRIGNIN,Auvergne-Rhône-Alpes
Vongnes,Vongnes,vongnes,VONGNES,Auvergne-Rhône-Alpes
Vonnas,Vonnas,vonnas,VONNAS,Auvergne-Rhône-Alpes
Abbécourt,Abbécourt,abbecourt,ABBÉCOURT,Hauts-de-France
Achery,Achery,achery,ACHERY,Hauts-de-France
Acy,Acy,acy,ACY,Hauts-de-France
Agnicourt-et-Séchelles,Agnicourt-et-Séchelles,agnicourt-et-sechelles,AGNICOURT-ET-SÉCHELLES,Hauts-de-France
Aguilcourt,Aguilcourt,aguilcourt,AGUILCOURT,Hauts-de-France
Aisonville-et-Bernoville,Aisonville-et-Bernoville,aisonville-et-bernoville,AISONVILLE-ET-BERNOVILLE,Hauts-de-France
Aizelles,Aizelles,aizelles,AIZELLES,Hauts-de-France
Aizy-Jouy,Aizy-Jouy,aizy-jouy,AIZY-JOUY,Hauts-de-France
Alaincourt,Alaincourt,alaincourt,ALAINCOURT,Hauts-de-France
Allemant,Allemant,allemant,ALLEMANT,Hauts-de-France
Ambleny,Ambleny,ambleny,AMBLENY,Hauts-de-France
Ambrief,Ambrief,ambrief,AMBRIEF,Hauts-de-France
Amifontaine,Amifontaine,amifontaine,AMIFONTAINE,Hauts-de-France
Amigny-Rouy,Amigny-Rouy,amigny-rouy,AMIGNY-ROUY,Hauts-de-France
Ancienville,Ancienville,ancienville,ANCIENVILLE,Hauts-de-France
Andelain,Andelain,andelain,ANDELAIN,Hauts-de-France
Anguilcourt-le-Sart,Anguilcourt-le-Sart,anguilcourt-le-sart,ANGUILCOURT-LE-SART,Hauts-de-France
Anizy-le-Grand,Anizy-le-Grand,anizy-le-grand,ANIZY-LE-GRAND,Hauts-de-France
Annois,Annois,annois,ANNOIS,Hauts-de-France
Any-Martin-Rieux,Any-Martin-Rieux,any-martin-rieux,ANY-MARTIN-RIEUX,Hauts-de-France
Archon,Archon,archon,ARCHON,Hauts-de-France
Arcy-Sainte-Restitue,Arcy-Sainte-Restitue,arcy-sainte-restitue,ARCY-SAINTE-RESTITUE,Hauts-de-France
Armentières-sur-Ourcq,Armentières-sur-Ourcq,armentieres-sur-ourcq,ARMENTIÈRES-SUR-OURCQ,Hauts-de-France
Arrancy,Arrancy,arrancy,ARRANCY,Hauts-de-France
Artemps,Artemps,artemps,ARTEMPS,Hauts-de-France
Assis-sur-Serre,Assis-sur-Serre,assis-sur-serre,ASSIS-SUR-SERRE,Hauts-de-France
Athies-sous-Laon,Athies-sous-Laon,athies-sous-laon,ATHIES-SOUS-LAON,Hauts-de-France
Attilly,Attilly,attilly,ATTILLY,Hauts-de-France
Aubencheul-aux-Bois,Aubencheul-aux-Bois,aubencheul-aux-bois,AUBENCHEUL-AUX-BOIS,Hauts-de-France
Aubenton,Aubenton,aubenton,AUBENTON,Hauts-de-France
Aubigny-aux-Kaisnes,Aubigny-aux-Kaisnes,aubigny-aux-kaisnes,AUBIGNY-AUX-KAISNES,Hauts-de-France
Aubigny-en-Laonnois,Aubigny-en-Laonnois,aubigny-en-laonnois,AUBIGNY-EN-LAONNOIS,Hauts-de-France
Audignicourt,Audignicourt,audignicourt,AUDIGNICOURT,Hauts-de-France
Audigny,Audigny,audigny,AUDIGNY,Hauts-de-France
Augy,Augy,augy,AUGY,Hauts-de-France
Aulnois-sous-Laon,Aulnois-sous-Laon,aulnois-sous-laon,AULNOIS-SOUS-LAON,Hauts-de-France
Les Autels,Autels,les-autels,LES AUTELS,Hauts-de-France
Autremencourt,Autremencourt,autremencourt,AUTREMENCOURT,Hauts-de-France
Autreppes,Autreppes,autreppes,AUTREPPES,Hauts-de-France
Autreville,Autreville,autreville,AUTREVILLE,Hauts-de-France
Azy-sur-Marne,Azy-sur-Marne,azy-sur-marne,AZY-SUR-MARNE,Hauts-de-France
Bagneux,Bagneux,bagneux,BAGNEUX,Hauts-de-France
Bancigny,Bancigny,bancigny,BANCIGNY,Hauts-de-France
Barenton-Bugny,Barenton-Bugny,barenton-bugny,BARENTON-BUGNY,Hauts-de-France
Barenton-Cel,Barenton-Cel,barenton-cel,BARENTON-CEL,Hauts-de-France
Barenton-sur-Serre,Barenton-sur-Serre,barenton-sur-serre,BARENTON-SUR-SERRE,Hauts-de-France
Barisis-aux-Bois,Barisis-aux-Bois,barisis-aux-bois,BARISIS-AUX-BOIS,Hauts-de-France
Barzy-en-Thiérache,Barzy-en-Thiérache,barzy-en-thierache,BARZY-EN-THIÉRACHE,Hauts-de-France
Barzy-sur-Marne,Barzy-sur-Marne,barzy-sur-marne,BARZY-SUR-MARNE,Hauts-de-France
Bassoles-Aulers,Bassoles-Aulers,bassoles-aulers,BASSOLES-AULERS,Hauts-de-France
Vallées en Champagne,Vallées en Champagne,vallees-en-champagne,VALLÉES EN CHAMPAGNE,Hauts-de-France
Bazoches-et-Saint-Thibaut,Bazoches-et-Saint-Thibaut,bazoches-et-saint-thibaut,BAZOCHES-ET-SAINT-THIBAUT,Hauts-de-France
Beaumé,Beaumé,beaume,BEAUMÉ,Hauts-de-France
Beaumont-en-Beine,Beaumont-en-Beine,beaumont-en-beine,BEAUMONT-EN-BEINE,Hauts-de-France
Beaurevoir,Beaurevoir,beaurevoir,BEAUREVOIR,Hauts-de-France
Beaurieux,Beaurieux,beaurieux,BEAURIEUX,Hauts-de-France
Beautor,Beautor,beautor,BEAUTOR,Hauts-de-France
Beauvois-en-Vermandois,Beauvois-en-Vermandois,beauvois-en-vermandois,BEAUVOIS-EN-VERMANDOIS,Hauts-de-France
Becquigny,Becquigny,becquigny,BECQUIGNY,Hauts-de-France
Belleau,Belleau,belleau,BELLEAU,Hauts-de-France
Bellenglise,Bellenglise,bellenglise,BELLENGLISE,Hauts-de-France
Belleu,Belleu,belleu,BELLEU,Hauts-de-France
Bellicourt,Bellicourt,bellicourt,BELLICOURT,Hauts-de-France
Benay,Benay,benay,BENAY,Hauts-de-France
Bergues-sur-Sambre,Bergues-sur-Sambre,bergues-sur-sambre,BERGUES-SUR-SAMBRE,Hauts-de-France
Berlancourt,Berlancourt,berlancourt,BERLANCOURT,Hauts-de-France
Berlise,Berlise,berlise,BERLISE,Hauts-de-France
Bernot,Bernot,bernot,BERNOT,Hauts-de-France
Berny-Rivière,Berny-Rivière,berny-riviere,BERNY-RIVIÈRE,Hauts-de-France
Berrieux,Berrieux,berrieux,BERRIEUX,Hauts-de-France
Berry-au-Bac,Berry-au-Bac,berry-au-bac,BERRY-AU-BAC,Hauts-de-France
Bertaucourt-Epourdon,Bertaucourt-Epourdon,bertaucourt-epourdon,BERTAUCOURT-EPOURDON,Hauts-de-France
Berthenicourt,Berthenicourt,berthenicourt,BERTHENICOURT,Hauts-de-France
Bertricourt,Bertricourt,bertricourt,BERTRICOURT,Hauts-de-France
Besmé,Besmé,besme,BESMÉ,Hauts-de-France
Besmont,Besmont,besmont,BESMONT,Hauts-de-France
Besny-et-Loizy,Besny-et-Loizy,besny-et-loizy,BESNY-ET-LOIZY,Hauts-de-France
Béthancourt-en-Vaux,Béthancourt-en-Vaux,bethancourt-en-vaux,BÉTHANCOURT-EN-VAUX,Hauts-de-France
Beugneux,Beugneux,beugneux,BEUGNEUX,Hauts-de-France
Beuvardes,Beuvardes,beuvardes,BEUVARDES,Hauts-de-France
Bézu-le-Guéry,Bézu-le-Guéry,bezu-le-guery,BÉZU-LE-GUÉRY,Hauts-de-France
Bézu-Saint-Germain,Bézu-Saint-Germain,bezu-saint-germain,BÉZU-SAINT-GERMAIN,Hauts-de-France
Bichancourt,Bichancourt,bichancourt,BICHANCOURT,Hauts-de-France
Bieuxy,Bieuxy,bieuxy,BIEUXY,Hauts-de-France
Bièvres,Bièvres,bievres,BIÈVRES,Hauts-de-France
Billy-sur-Aisne,Billy-sur-Aisne,billy-sur-aisne,BILLY-SUR-AISNE,Hauts-de-France
Billy-sur-Ourcq,Billy-sur-Ourcq,billy-sur-ourcq,BILLY-SUR-OURCQ,Hauts-de-France
Blanzy-lès-Fismes,Blanzy-lès-Fismes,blanzy-les-fismes,BLANZY-LÈS-FISMES,Hauts-de-France
Blérancourt,Blérancourt,blerancourt,BLÉRANCOURT,Hauts-de-France
Blesmes,Blesmes,blesmes,BLESMES,Hauts-de-France
Bohain-en-Vermandois,Bohain-en-Vermandois,bohain-en-vermandois,BOHAIN-EN-VERMANDOIS,Hauts-de-France
Bois-lès-Pargny,Bois-lès-Pargny,bois-les-pargny,BOIS-LÈS-PARGNY,Hauts-de-France
Boncourt,Boncourt,boncourt,BONCOURT,Hauts-de-France
Bonneil,Bonneil,bonneil,BONNEIL,Hauts-de-France
Bonnesvalyn,Bonnesvalyn,bonnesvalyn,BONNESVALYN,Hauts-de-France
Bony,Bony,bony,BONY,Hauts-de-France
Bosmont-sur-Serre,Bosmont-sur-Serre,bosmont-sur-serre,BOSMONT-SUR-SERRE,Hauts-de-France
Bouconville-Vauclair,Bouconville-Vauclair,bouconville-vauclair,BOUCONVILLE-VAUCLAIR,Hauts-de-France
Boué,Boué,boue,BOUÉ,Hauts-de-France
Bouffignereux,Bouffignereux,bouffignereux,BOUFFIGNEREUX,Hauts-de-France
Bouresches,Bouresches,bouresches,BOURESCHES,Hauts-de-France
Bourg-et-Comin,Bourg-et-Comin,bourg-et-comin,BOURG-ET-COMIN,Hauts-de-France
Bourguignon-sous-Coucy,Bourguignon-sous-Coucy,bourguignon-sous-coucy,BOURGUIGNON-SOUS-COUCY,Hauts-de-France
Bourguignon-sous-Montbavin,Bourguignon-sous-Montbavin,bourguignon-sous-montbavin,BOURGUIGNON-SOUS-MONTBAVIN,Hauts-de-France
La Bouteille,Bouteille,la-bouteille,LA BOUTEILLE,Hauts-de-France
Braine,Braine,braine,BRAINE,Hauts-de-France
Brancourt-en-Laonnois,Brancourt-en-Laonnois,brancourt-en-laonnois,BRANCOURT-EN-LAONNOIS,Hauts-de-France
Brancourt-le-Grand,Brancourt-le-Grand,brancourt-le-grand,BRANCOURT-LE-GRAND,Hauts-de-France
Brasles,Brasles,brasles,BRASLES,Hauts-de-France
Braye-en-Laonnois,Braye-en-Laonnois,braye-en-laonnois,BRAYE-EN-LAONNOIS,Hauts-de-France
Braye-en-Thiérache,Braye-en-Thiérache,braye-en-thierache,BRAYE-EN-THIÉRACHE,Hauts-de-France
Bray-Saint-Christophe,Bray-Saint-Christophe,bray-saint-christophe,BRAY-SAINT-CHRISTOPHE,Hauts-de-France
Braye,Braye,braye,BRAYE,Hauts-de-France
Brécy,Brécy,brecy,BRÉCY,Hauts-de-France
Brenelle,Brenelle,brenelle,BRENELLE,Hauts-de-France
Breny,Breny,breny,BRENY,Hauts-de-France
Brie,Brie,brie,BRIE,Hauts-de-France
Brissay-Choigny,Brissay-Choigny,brissay-choigny,BRISSAY-CHOIGNY,Hauts-de-France
Brissy-Hamégicourt,Brissy-Hamégicourt,brissy-hamegicourt,BRISSY-HAMÉGICOURT,Hauts-de-France
Brumetz,Brumetz,brumetz,BRUMETZ,Hauts-de-France
Brunehamel,Brunehamel,brunehamel,BRUNEHAMEL,Hauts-de-France
Bruyères-sur-Fère,Bruyères-sur-Fère,bruyeres-sur-fere,BRUYÈRES-SUR-FÈRE,Hauts-de-France
Bruyères-et-Montbérault,Bruyères-et-Montbérault,bruyeres-et-montberault,BRUYÈRES-ET-MONTBÉRAULT,Hauts-de-France
Bruys,Bruys,bruys,BRUYS,Hauts-de-France
Bucilly,Bucilly,bucilly,BUCILLY,Hauts-de-France
Bucy-le-Long,Bucy-le-Long,bucy-le-long,BUCY-LE-LONG,Hauts-de-France
Bucy-lès-Cerny,Bucy-lès-Cerny,bucy-les-cerny,BUCY-LÈS-CERNY,Hauts-de-France
Bucy-lès-Pierrepont,Bucy-lès-Pierrepont,bucy-les-pierrepont,BUCY-LÈS-PIERREPONT,Hauts-de-France
Buire,Buire,buire,BUIRE,Hauts-de-France
Buironfosse,Buironfosse,buironfosse,BUIRONFOSSE,Hauts-de-France
Burelles,Burelles,burelles,BURELLES,Hauts-de-France
Bussiares,Bussiares,bussiares,BUSSIARES,Hauts-de-France
Buzancy,Buzancy,buzancy,BUZANCY,Hauts-de-France
Caillouël-Crépigny,Caillouël-Crépigny,caillouel-crepigny,CAILLOUËL-CRÉPIGNY,Hauts-de-France
Camelin,Camelin,camelin,CAMELIN,Hauts-de-France
La Capelle,Capelle,la-capelle,LA CAPELLE,Hauts-de-France
Castres,Castres,castres,CASTRES,Hauts-de-France
Le Catelet,Catelet,le-catelet,LE CATELET,Hauts-de-France
Caulaincourt,Caulaincourt,caulaincourt,CAULAINCOURT,Hauts-de-France
Caumont,Caumont,caumont,CAUMONT,Hauts-de-France
Celles-lès-Condé,Celles-lès-Condé,celles-les-conde,CELLES-LÈS-CONDÉ,Hauts-de-France
Celles-sur-Aisne,Celles-sur-Aisne,celles-sur-aisne,CELLES-SUR-AISNE,Hauts-de-France
Cerizy,Cerizy,cerizy,CERIZY,Hauts-de-France
Cerny-en-Laonnois,Cerny-en-Laonnois,cerny-en-laonnois,CERNY-EN-LAONNOIS,Hauts-de-France
Cerny-lès-Bucy,Cerny-lès-Bucy,cerny-les-bucy,CERNY-LÈS-BUCY,Hauts-de-France
Cerseuil,Cerseuil,cerseuil,CERSEUIL,Hauts-de-France
Cessières-Suzy,Cessières-Suzy,cessieres-suzy,CESSIÈRES-SUZY,Hauts-de-France
Chacrise,Chacrise,chacrise,CHACRISE,Hauts-de-France
Chaillevois,Chaillevois,chaillevois,CHAILLEVOIS,Hauts-de-France
Chalandry,Chalandry,chalandry,CHALANDRY,Hauts-de-France
Chambry,Chambry,chambry,CHAMBRY,Hauts-de-France
Chamouille,Chamouille,chamouille,CHAMOUILLE,Hauts-de-France
Champs,Champs,champs,CHAMPS,Hauts-de-France
Chaourse,Chaourse,chaourse,CHAOURSE,Hauts-de-France
La Chapelle-sur-Chézy,Chapelle-sur-Chézy,la-chapelle-sur-chezy,LA CHAPELLE-SUR-CHÉZY,Hauts-de-France
Charly-sur-Marne,Charly-sur-Marne,charly-sur-marne,CHARLY-SUR-MARNE,Hauts-de-France
Le Charmel,Charmel,le-charmel,LE CHARMEL,Hauts-de-France
Charmes,Charmes,charmes,CHARMES,Hauts-de-France
Chartèves,Chartèves,charteves,CHARTÈVES,Hauts-de-France
Chassemy,Chassemy,chassemy,CHASSEMY,Hauts-de-France
Château-Thierry,Château-Thierry,chateau-thierry,CHÂTEAU-THIERRY,Hauts-de-France
Châtillon-lès-Sons,Châtillon-lès-Sons,chatillon-les-sons,CHÂTILLON-LÈS-SONS,Hauts-de-France
Châtillon-sur-Oise,Châtillon-sur-Oise,chatillon-sur-oise,CHÂTILLON-SUR-OISE,Hauts-de-France
Chaudardes,Chaudardes,chaudardes,CHAUDARDES,Hauts-de-France
Chaudun,Chaudun,chaudun,CHAUDUN,Hauts-de-France
Chauny,Chauny,chauny,CHAUNY,Hauts-de-France
Chavignon,Chavignon,chavignon,CHAVIGNON,Hauts-de-France
Chavigny,Chavigny,chavigny,CHAVIGNY,Hauts-de-France
Chavonne,Chavonne,chavonne,CHAVONNE,Hauts-de-France
Chérêt,Chérêt,cheret,CHÉRÊT,Hauts-de-France
Chermizy-Ailles,Chermizy-Ailles,chermizy-ailles,CHERMIZY-AILLES,Hauts-de-France
Chéry-Chartreuve,Chéry-Chartreuve,chery-chartreuve,CHÉRY-CHARTREUVE,Hauts-de-France
Chéry-lès-Pouilly,Chéry-lès-Pouilly,chery-les-pouilly,CHÉRY-LÈS-POUILLY,Hauts-de-France
Chéry-lès-Rozoy,Chéry-lès-Rozoy,chery-les-rozoy,CHÉRY-LÈS-ROZOY,Hauts-de-France
Chevennes,Chevennes,chevennes,CHEVENNES,Hauts-de-France
Chevregny,Chevregny,chevregny,CHEVREGNY,Hauts-de-France
Chevresis-Monceau,Chevresis-Monceau,chevresis-monceau,CHEVRESIS-MONCEAU,Hauts-de-France
Chézy-en-Orxois,Chézy-en-Orxois,chezy-en-orxois,CHÉZY-EN-ORXOIS,Hauts-de-France
Chézy-sur-Marne,Chézy-sur-Marne,chezy-sur-marne,CHÉZY-SUR-MARNE,Hauts-de-France
Chierry,Chierry,chierry,CHIERRY,Hauts-de-France
Chigny,Chigny,chigny,CHIGNY,Hauts-de-France
Chivres-en-Laonnois,Chivres-en-Laonnois,chivres-en-laonnois,CHIVRES-EN-LAONNOIS,Hauts-de-France
Chivres-Val,Chivres-Val,chivres-val,CHIVRES-VAL,Hauts-de-France
